"citizen","geo","time","values","iso2"
"Cook Islands (NZ)","Hungary",2015-10-01,0,"HU"
"Cook Islands (NZ)","Ireland",2015-10-01,NA,"IE"
"Cook Islands (NZ)","Italy",2015-10-01,NA,"IT"
"Cook Islands (NZ)","Lithuania",2015-10-01,0,"LT"
"Cook Islands (NZ)","Luxembourg",2015-10-01,NA,"LU"
"Cook Islands (NZ)","Latvia",2015-10-01,NA,"LV"
"Cook Islands (NZ)","Malta",2015-10-01,NA,"MT"
"Cook Islands (NZ)","Netherlands",2015-10-01,0,"NL"
"Cook Islands (NZ)","Norway",2015-10-01,0,"NO"
"Cook Islands (NZ)","Poland",2015-10-01,0,"PL"
"Cook Islands (NZ)","Portugal",2015-10-01,NA,"PT"
"Cook Islands (NZ)","Romania",2015-10-01,NA,"RO"
"Cook Islands (NZ)","Sweden",2015-10-01,0,"SE"
"Cook Islands (NZ)","Slovenia",2015-10-01,NA,"SI"
"Cook Islands (NZ)","Slovakia",2015-10-01,NA,"SK"
"Cook Islands (NZ)","Total",2015-10-01,0,"TOTAL"
"Cook Islands (NZ)","United Kingdom",2015-10-01,NA,"UK"
"Chile","Austria",2015-10-01,NA,"AT"
"Chile","Belgium",2015-10-01,0,"BE"
"Chile","Bulgaria",2015-10-01,0,"BG"
"Chile","Switzerland",2015-10-01,0,"CH"
"Chile","Cyprus",2015-10-01,NA,"CY"
"Chile","Czech Republic",2015-10-01,NA,"CZ"
"Chile","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Chile","Denmark",2015-10-01,NA,"DK"
"Chile","Estonia",2015-10-01,NA,"EE"
"Chile","Greece",2015-10-01,NA,"EL"
"Chile","Spain",2015-10-01,NA,"ES"
"Chile","European Union (28 countries)",2015-10-01,0,"EU28"
"Chile","Finland",2015-10-01,0,"FI"
"Chile","France",2015-10-01,NA,"FR"
"Chile","Croatia",2015-10-01,0,"HR"
"Chile","Hungary",2015-10-01,0,"HU"
"Chile","Ireland",2015-10-01,NA,"IE"
"Chile","Italy",2015-10-01,NA,"IT"
"Chile","Lithuania",2015-10-01,0,"LT"
"Chile","Luxembourg",2015-10-01,NA,"LU"
"Chile","Latvia",2015-10-01,NA,"LV"
"Chile","Malta",2015-10-01,NA,"MT"
"Chile","Netherlands",2015-10-01,0,"NL"
"Chile","Norway",2015-10-01,0,"NO"
"Chile","Poland",2015-10-01,0,"PL"
"Chile","Portugal",2015-10-01,NA,"PT"
"Chile","Romania",2015-10-01,NA,"RO"
"Chile","Sweden",2015-10-01,0,"SE"
"Chile","Slovenia",2015-10-01,NA,"SI"
"Chile","Slovakia",2015-10-01,NA,"SK"
"Chile","Total",2015-10-01,0,"TOTAL"
"Chile","United Kingdom",2015-10-01,NA,"UK"
"Cameroon","Austria",2015-10-01,NA,"AT"
"Cameroon","Belgium",2015-10-01,20,"BE"
"Cameroon","Bulgaria",2015-10-01,0,"BG"
"Cameroon","Switzerland",2015-10-01,10,"CH"
"Cameroon","Cyprus",2015-10-01,NA,"CY"
"Cameroon","Czech Republic",2015-10-01,NA,"CZ"
"Cameroon","Germany (until 1990 former territory of the FRG)",2015-10-01,90,"DE"
"Cameroon","Denmark",2015-10-01,NA,"DK"
"Cameroon","Estonia",2015-10-01,NA,"EE"
"Cameroon","Greece",2015-10-01,NA,"EL"
"Cameroon","Spain",2015-10-01,NA,"ES"
"Cameroon","European Union (28 countries)",2015-10-01,125,"EU28"
"Cameroon","Finland",2015-10-01,0,"FI"
"Cameroon","France",2015-10-01,NA,"FR"
"Cameroon","Croatia",2015-10-01,5,"HR"
"Cameroon","Hungary",2015-10-01,0,"HU"
"Cameroon","Ireland",2015-10-01,NA,"IE"
"Cameroon","Italy",2015-10-01,NA,"IT"
"Cameroon","Lithuania",2015-10-01,0,"LT"
"Cameroon","Luxembourg",2015-10-01,NA,"LU"
"Cameroon","Latvia",2015-10-01,NA,"LV"
"Cameroon","Malta",2015-10-01,NA,"MT"
"Cameroon","Netherlands",2015-10-01,0,"NL"
"Cameroon","Norway",2015-10-01,0,"NO"
"Cameroon","Poland",2015-10-01,0,"PL"
"Cameroon","Portugal",2015-10-01,NA,"PT"
"Cameroon","Romania",2015-10-01,NA,"RO"
"Cameroon","Sweden",2015-10-01,10,"SE"
"Cameroon","Slovenia",2015-10-01,NA,"SI"
"Cameroon","Slovakia",2015-10-01,NA,"SK"
"Cameroon","Total",2015-10-01,135,"TOTAL"
"Cameroon","United Kingdom",2015-10-01,NA,"UK"
"China (including Hong Kong)","Austria",2015-10-01,NA,"AT"
"China (including Hong Kong)","Belgium",2015-10-01,10,"BE"
"China (including Hong Kong)","Bulgaria",2015-10-01,0,"BG"
"China (including Hong Kong)","Switzerland",2015-10-01,45,"CH"
"China (including Hong Kong)","Cyprus",2015-10-01,NA,"CY"
"China (including Hong Kong)","Czech Republic",2015-10-01,NA,"CZ"
"China (including Hong Kong)","Germany (until 1990 former territory of the FRG)",2015-10-01,55,"DE"
"China (including Hong Kong)","Denmark",2015-10-01,NA,"DK"
"China (including Hong Kong)","Estonia",2015-10-01,NA,"EE"
"China (including Hong Kong)","Greece",2015-10-01,NA,"EL"
"China (including Hong Kong)","Spain",2015-10-01,NA,"ES"
"China (including Hong Kong)","European Union (28 countries)",2015-10-01,85,"EU28"
"China (including Hong Kong)","Finland",2015-10-01,5,"FI"
"China (including Hong Kong)","France",2015-10-01,NA,"FR"
"China (including Hong Kong)","Croatia",2015-10-01,0,"HR"
"China (including Hong Kong)","Hungary",2015-10-01,0,"HU"
"China (including Hong Kong)","Ireland",2015-10-01,NA,"IE"
"China (including Hong Kong)","Italy",2015-10-01,NA,"IT"
"China (including Hong Kong)","Lithuania",2015-10-01,0,"LT"
"China (including Hong Kong)","Luxembourg",2015-10-01,NA,"LU"
"China (including Hong Kong)","Latvia",2015-10-01,NA,"LV"
"China (including Hong Kong)","Malta",2015-10-01,NA,"MT"
"China (including Hong Kong)","Netherlands",2015-10-01,10,"NL"
"China (including Hong Kong)","Norway",2015-10-01,5,"NO"
"China (including Hong Kong)","Poland",2015-10-01,0,"PL"
"China (including Hong Kong)","Portugal",2015-10-01,NA,"PT"
"China (including Hong Kong)","Romania",2015-10-01,NA,"RO"
"China (including Hong Kong)","Sweden",2015-10-01,5,"SE"
"China (including Hong Kong)","Slovenia",2015-10-01,NA,"SI"
"China (including Hong Kong)","Slovakia",2015-10-01,NA,"SK"
"China (including Hong Kong)","Total",2015-10-01,135,"TOTAL"
"China (including Hong Kong)","United Kingdom",2015-10-01,NA,"UK"
"Colombia","Austria",2015-10-01,NA,"AT"
"Colombia","Belgium",2015-10-01,0,"BE"
"Colombia","Bulgaria",2015-10-01,0,"BG"
"Colombia","Switzerland",2015-10-01,0,"CH"
"Colombia","Cyprus",2015-10-01,NA,"CY"
"Colombia","Czech Republic",2015-10-01,NA,"CZ"
"Colombia","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Colombia","Denmark",2015-10-01,NA,"DK"
"Colombia","Estonia",2015-10-01,NA,"EE"
"Colombia","Greece",2015-10-01,NA,"EL"
"Colombia","Spain",2015-10-01,NA,"ES"
"Colombia","European Union (28 countries)",2015-10-01,5,"EU28"
"Colombia","Finland",2015-10-01,0,"FI"
"Colombia","France",2015-10-01,NA,"FR"
"Colombia","Croatia",2015-10-01,0,"HR"
"Colombia","Hungary",2015-10-01,0,"HU"
"Colombia","Ireland",2015-10-01,NA,"IE"
"Colombia","Italy",2015-10-01,NA,"IT"
"Colombia","Lithuania",2015-10-01,0,"LT"
"Colombia","Luxembourg",2015-10-01,NA,"LU"
"Colombia","Latvia",2015-10-01,NA,"LV"
"Colombia","Malta",2015-10-01,NA,"MT"
"Colombia","Netherlands",2015-10-01,0,"NL"
"Colombia","Norway",2015-10-01,0,"NO"
"Colombia","Poland",2015-10-01,0,"PL"
"Colombia","Portugal",2015-10-01,NA,"PT"
"Colombia","Romania",2015-10-01,NA,"RO"
"Colombia","Sweden",2015-10-01,0,"SE"
"Colombia","Slovenia",2015-10-01,NA,"SI"
"Colombia","Slovakia",2015-10-01,NA,"SK"
"Colombia","Total",2015-10-01,5,"TOTAL"
"Colombia","United Kingdom",2015-10-01,NA,"UK"
"Costa Rica","Austria",2015-10-01,NA,"AT"
"Costa Rica","Belgium",2015-10-01,0,"BE"
"Costa Rica","Bulgaria",2015-10-01,0,"BG"
"Costa Rica","Switzerland",2015-10-01,0,"CH"
"Costa Rica","Cyprus",2015-10-01,NA,"CY"
"Costa Rica","Czech Republic",2015-10-01,NA,"CZ"
"Costa Rica","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Costa Rica","Denmark",2015-10-01,NA,"DK"
"Costa Rica","Estonia",2015-10-01,NA,"EE"
"Costa Rica","Greece",2015-10-01,NA,"EL"
"Costa Rica","Spain",2015-10-01,NA,"ES"
"Costa Rica","European Union (28 countries)",2015-10-01,0,"EU28"
"Costa Rica","Finland",2015-10-01,0,"FI"
"Costa Rica","France",2015-10-01,NA,"FR"
"Costa Rica","Croatia",2015-10-01,0,"HR"
"Costa Rica","Hungary",2015-10-01,0,"HU"
"Costa Rica","Ireland",2015-10-01,NA,"IE"
"Costa Rica","Italy",2015-10-01,NA,"IT"
"Costa Rica","Lithuania",2015-10-01,0,"LT"
"Costa Rica","Luxembourg",2015-10-01,NA,"LU"
"Costa Rica","Latvia",2015-10-01,NA,"LV"
"Costa Rica","Malta",2015-10-01,NA,"MT"
"Costa Rica","Netherlands",2015-10-01,0,"NL"
"Costa Rica","Norway",2015-10-01,0,"NO"
"Costa Rica","Poland",2015-10-01,0,"PL"
"Costa Rica","Portugal",2015-10-01,NA,"PT"
"Costa Rica","Romania",2015-10-01,NA,"RO"
"Costa Rica","Sweden",2015-10-01,0,"SE"
"Costa Rica","Slovenia",2015-10-01,NA,"SI"
"Costa Rica","Slovakia",2015-10-01,NA,"SK"
"Costa Rica","Total",2015-10-01,0,"TOTAL"
"Costa Rica","United Kingdom",2015-10-01,NA,"UK"
"Cuba","Austria",2015-10-01,NA,"AT"
"Cuba","Belgium",2015-10-01,0,"BE"
"Cuba","Bulgaria",2015-10-01,0,"BG"
"Cuba","Switzerland",2015-10-01,0,"CH"
"Cuba","Cyprus",2015-10-01,NA,"CY"
"Cuba","Czech Republic",2015-10-01,NA,"CZ"
"Cuba","Germany (until 1990 former territory of the FRG)",2015-10-01,10,"DE"
"Cuba","Denmark",2015-10-01,NA,"DK"
"Cuba","Estonia",2015-10-01,NA,"EE"
"Cuba","Greece",2015-10-01,NA,"EL"
"Cuba","Spain",2015-10-01,NA,"ES"
"Cuba","European Union (28 countries)",2015-10-01,15,"EU28"
"Cuba","Finland",2015-10-01,0,"FI"
"Cuba","France",2015-10-01,NA,"FR"
"Cuba","Croatia",2015-10-01,0,"HR"
"Cuba","Hungary",2015-10-01,0,"HU"
"Cuba","Ireland",2015-10-01,NA,"IE"
"Cuba","Italy",2015-10-01,NA,"IT"
"Cuba","Lithuania",2015-10-01,0,"LT"
"Cuba","Luxembourg",2015-10-01,NA,"LU"
"Cuba","Latvia",2015-10-01,NA,"LV"
"Cuba","Malta",2015-10-01,NA,"MT"
"Cuba","Netherlands",2015-10-01,0,"NL"
"Cuba","Norway",2015-10-01,0,"NO"
"Cuba","Poland",2015-10-01,0,"PL"
"Cuba","Portugal",2015-10-01,NA,"PT"
"Cuba","Romania",2015-10-01,NA,"RO"
"Cuba","Sweden",2015-10-01,0,"SE"
"Cuba","Slovenia",2015-10-01,NA,"SI"
"Cuba","Slovakia",2015-10-01,NA,"SK"
"Cuba","Total",2015-10-01,15,"TOTAL"
"Cuba","United Kingdom",2015-10-01,NA,"UK"
"Cape Verde","Austria",2015-10-01,NA,"AT"
"Cape Verde","Belgium",2015-10-01,0,"BE"
"Cape Verde","Bulgaria",2015-10-01,0,"BG"
"Cape Verde","Switzerland",2015-10-01,0,"CH"
"Cape Verde","Cyprus",2015-10-01,NA,"CY"
"Cape Verde","Czech Republic",2015-10-01,NA,"CZ"
"Cape Verde","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Cape Verde","Denmark",2015-10-01,NA,"DK"
"Cape Verde","Estonia",2015-10-01,NA,"EE"
"Cape Verde","Greece",2015-10-01,NA,"EL"
"Cape Verde","Spain",2015-10-01,NA,"ES"
"Cape Verde","European Union (28 countries)",2015-10-01,0,"EU28"
"Cape Verde","Finland",2015-10-01,0,"FI"
"Cape Verde","France",2015-10-01,NA,"FR"
"Cape Verde","Croatia",2015-10-01,0,"HR"
"Cape Verde","Hungary",2015-10-01,0,"HU"
"Cape Verde","Ireland",2015-10-01,NA,"IE"
"Cape Verde","Italy",2015-10-01,NA,"IT"
"Cape Verde","Lithuania",2015-10-01,0,"LT"
"Cape Verde","Luxembourg",2015-10-01,NA,"LU"
"Cape Verde","Latvia",2015-10-01,NA,"LV"
"Cape Verde","Malta",2015-10-01,NA,"MT"
"Cape Verde","Netherlands",2015-10-01,0,"NL"
"Cape Verde","Norway",2015-10-01,0,"NO"
"Cape Verde","Poland",2015-10-01,0,"PL"
"Cape Verde","Portugal",2015-10-01,NA,"PT"
"Cape Verde","Romania",2015-10-01,NA,"RO"
"Cape Verde","Sweden",2015-10-01,0,"SE"
"Cape Verde","Slovenia",2015-10-01,NA,"SI"
"Cape Verde","Slovakia",2015-10-01,NA,"SK"
"Cape Verde","Total",2015-10-01,0,"TOTAL"
"Cape Verde","United Kingdom",2015-10-01,NA,"UK"
"Cyprus","Austria",2015-10-01,NA,"AT"
"Cyprus","Belgium",2015-10-01,0,"BE"
"Cyprus","Bulgaria",2015-10-01,0,"BG"
"Cyprus","Switzerland",2015-10-01,0,"CH"
"Cyprus","Cyprus",2015-10-01,NA,"CY"
"Cyprus","Czech Republic",2015-10-01,NA,"CZ"
"Cyprus","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Cyprus","Denmark",2015-10-01,NA,"DK"
"Cyprus","Estonia",2015-10-01,NA,"EE"
"Cyprus","Greece",2015-10-01,NA,"EL"
"Cyprus","Spain",2015-10-01,NA,"ES"
"Cyprus","European Union (28 countries)",2015-10-01,0,"EU28"
"Cyprus","Finland",2015-10-01,0,"FI"
"Cyprus","France",2015-10-01,NA,"FR"
"Cyprus","Croatia",2015-10-01,0,"HR"
"Cyprus","Hungary",2015-10-01,0,"HU"
"Cyprus","Ireland",2015-10-01,NA,"IE"
"Cyprus","Italy",2015-10-01,NA,"IT"
"Cyprus","Lithuania",2015-10-01,0,"LT"
"Cyprus","Luxembourg",2015-10-01,NA,"LU"
"Cyprus","Latvia",2015-10-01,NA,"LV"
"Cyprus","Malta",2015-10-01,NA,"MT"
"Cyprus","Netherlands",2015-10-01,0,"NL"
"Cyprus","Norway",2015-10-01,0,"NO"
"Cyprus","Poland",2015-10-01,0,"PL"
"Cyprus","Portugal",2015-10-01,NA,"PT"
"Cyprus","Romania",2015-10-01,NA,"RO"
"Cyprus","Sweden",2015-10-01,0,"SE"
"Cyprus","Slovenia",2015-10-01,NA,"SI"
"Cyprus","Slovakia",2015-10-01,NA,"SK"
"Cyprus","Total",2015-10-01,0,"TOTAL"
"Cyprus","United Kingdom",2015-10-01,NA,"UK"
"Czech Republic","Austria",2015-10-01,NA,"AT"
"Czech Republic","Belgium",2015-10-01,0,"BE"
"Czech Republic","Bulgaria",2015-10-01,0,"BG"
"Czech Republic","Switzerland",2015-10-01,0,"CH"
"Czech Republic","Cyprus",2015-10-01,NA,"CY"
"Czech Republic","Czech Republic",2015-10-01,NA,"CZ"
"Czech Republic","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Czech Republic","Denmark",2015-10-01,NA,"DK"
"Czech Republic","Estonia",2015-10-01,NA,"EE"
"Czech Republic","Greece",2015-10-01,NA,"EL"
"Czech Republic","Spain",2015-10-01,NA,"ES"
"Czech Republic","European Union (28 countries)",2015-10-01,0,"EU28"
"Czech Republic","Finland",2015-10-01,0,"FI"
"Czech Republic","France",2015-10-01,NA,"FR"
"Czech Republic","Croatia",2015-10-01,0,"HR"
"Czech Republic","Hungary",2015-10-01,0,"HU"
"Czech Republic","Ireland",2015-10-01,NA,"IE"
"Czech Republic","Italy",2015-10-01,NA,"IT"
"Czech Republic","Lithuania",2015-10-01,0,"LT"
"Czech Republic","Luxembourg",2015-10-01,NA,"LU"
"Czech Republic","Latvia",2015-10-01,NA,"LV"
"Czech Republic","Malta",2015-10-01,NA,"MT"
"Czech Republic","Netherlands",2015-10-01,0,"NL"
"Czech Republic","Norway",2015-10-01,0,"NO"
"Czech Republic","Poland",2015-10-01,0,"PL"
"Czech Republic","Portugal",2015-10-01,NA,"PT"
"Czech Republic","Romania",2015-10-01,NA,"RO"
"Czech Republic","Sweden",2015-10-01,0,"SE"
"Czech Republic","Slovenia",2015-10-01,NA,"SI"
"Czech Republic","Slovakia",2015-10-01,NA,"SK"
"Czech Republic","Total",2015-10-01,0,"TOTAL"
"Czech Republic","United Kingdom",2015-10-01,NA,"UK"
"Germany (until 1990 former territory of the FRG)","Austria",2015-10-01,NA,"AT"
"Germany (until 1990 former territory of the FRG)","Belgium",2015-10-01,0,"BE"
"Germany (until 1990 former territory of the FRG)","Bulgaria",2015-10-01,0,"BG"
"Germany (until 1990 former territory of the FRG)","Switzerland",2015-10-01,0,"CH"
"Germany (until 1990 former territory of the FRG)","Cyprus",2015-10-01,NA,"CY"
"Germany (until 1990 former territory of the FRG)","Czech Republic",2015-10-01,NA,"CZ"
"Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Germany (until 1990 former territory of the FRG)","Denmark",2015-10-01,NA,"DK"
"Germany (until 1990 former territory of the FRG)","Estonia",2015-10-01,NA,"EE"
"Germany (until 1990 former territory of the FRG)","Greece",2015-10-01,NA,"EL"
"Germany (until 1990 former territory of the FRG)","Spain",2015-10-01,NA,"ES"
"Germany (until 1990 former territory of the FRG)","European Union (28 countries)",2015-10-01,0,"EU28"
"Germany (until 1990 former territory of the FRG)","Finland",2015-10-01,0,"FI"
"Germany (until 1990 former territory of the FRG)","France",2015-10-01,NA,"FR"
"Germany (until 1990 former territory of the FRG)","Croatia",2015-10-01,0,"HR"
"Germany (until 1990 former territory of the FRG)","Hungary",2015-10-01,0,"HU"
"Germany (until 1990 former territory of the FRG)","Ireland",2015-10-01,NA,"IE"
"Germany (until 1990 former territory of the FRG)","Italy",2015-10-01,NA,"IT"
"Germany (until 1990 former territory of the FRG)","Lithuania",2015-10-01,0,"LT"
"Germany (until 1990 former territory of the FRG)","Luxembourg",2015-10-01,NA,"LU"
"Germany (until 1990 former territory of the FRG)","Latvia",2015-10-01,NA,"LV"
"Germany (until 1990 former territory of the FRG)","Malta",2015-10-01,NA,"MT"
"Germany (until 1990 former territory of the FRG)","Netherlands",2015-10-01,0,"NL"
"Germany (until 1990 former territory of the FRG)","Norway",2015-10-01,0,"NO"
"Germany (until 1990 former territory of the FRG)","Poland",2015-10-01,0,"PL"
"Germany (until 1990 former territory of the FRG)","Portugal",2015-10-01,NA,"PT"
"Germany (until 1990 former territory of the FRG)","Romania",2015-10-01,NA,"RO"
"Germany (until 1990 former territory of the FRG)","Sweden",2015-10-01,0,"SE"
"Germany (until 1990 former territory of the FRG)","Slovenia",2015-10-01,NA,"SI"
"Germany (until 1990 former territory of the FRG)","Slovakia",2015-10-01,NA,"SK"
"Germany (until 1990 former territory of the FRG)","Total",2015-10-01,0,"TOTAL"
"Germany (until 1990 former territory of the FRG)","United Kingdom",2015-10-01,NA,"UK"
"Djibouti","Austria",2015-10-01,NA,"AT"
"Djibouti","Belgium",2015-10-01,5,"BE"
"Djibouti","Bulgaria",2015-10-01,0,"BG"
"Djibouti","Switzerland",2015-10-01,0,"CH"
"Djibouti","Cyprus",2015-10-01,NA,"CY"
"Djibouti","Czech Republic",2015-10-01,NA,"CZ"
"Djibouti","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Djibouti","Denmark",2015-10-01,NA,"DK"
"Djibouti","Estonia",2015-10-01,NA,"EE"
"Djibouti","Greece",2015-10-01,NA,"EL"
"Djibouti","Spain",2015-10-01,NA,"ES"
"Djibouti","European Union (28 countries)",2015-10-01,10,"EU28"
"Djibouti","Finland",2015-10-01,0,"FI"
"Djibouti","France",2015-10-01,NA,"FR"
"Djibouti","Croatia",2015-10-01,0,"HR"
"Djibouti","Hungary",2015-10-01,0,"HU"
"Djibouti","Ireland",2015-10-01,NA,"IE"
"Djibouti","Italy",2015-10-01,NA,"IT"
"Djibouti","Lithuania",2015-10-01,0,"LT"
"Djibouti","Luxembourg",2015-10-01,NA,"LU"
"Djibouti","Latvia",2015-10-01,NA,"LV"
"Djibouti","Malta",2015-10-01,NA,"MT"
"Djibouti","Netherlands",2015-10-01,0,"NL"
"Djibouti","Norway",2015-10-01,0,"NO"
"Djibouti","Poland",2015-10-01,0,"PL"
"Djibouti","Portugal",2015-10-01,NA,"PT"
"Djibouti","Romania",2015-10-01,NA,"RO"
"Djibouti","Sweden",2015-10-01,0,"SE"
"Djibouti","Slovenia",2015-10-01,NA,"SI"
"Djibouti","Slovakia",2015-10-01,NA,"SK"
"Djibouti","Total",2015-10-01,10,"TOTAL"
"Djibouti","United Kingdom",2015-10-01,NA,"UK"
"Denmark","Austria",2015-10-01,NA,"AT"
"Denmark","Belgium",2015-10-01,0,"BE"
"Denmark","Bulgaria",2015-10-01,0,"BG"
"Denmark","Switzerland",2015-10-01,0,"CH"
"Denmark","Cyprus",2015-10-01,NA,"CY"
"Denmark","Czech Republic",2015-10-01,NA,"CZ"
"Denmark","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Denmark","Denmark",2015-10-01,NA,"DK"
"Denmark","Estonia",2015-10-01,NA,"EE"
"Denmark","Greece",2015-10-01,NA,"EL"
"Denmark","Spain",2015-10-01,NA,"ES"
"Denmark","European Union (28 countries)",2015-10-01,0,"EU28"
"Denmark","Finland",2015-10-01,0,"FI"
"Denmark","France",2015-10-01,NA,"FR"
"Denmark","Croatia",2015-10-01,0,"HR"
"Denmark","Hungary",2015-10-01,0,"HU"
"Denmark","Ireland",2015-10-01,NA,"IE"
"Denmark","Italy",2015-10-01,NA,"IT"
"Denmark","Lithuania",2015-10-01,0,"LT"
"Denmark","Luxembourg",2015-10-01,NA,"LU"
"Denmark","Latvia",2015-10-01,NA,"LV"
"Denmark","Malta",2015-10-01,NA,"MT"
"Denmark","Netherlands",2015-10-01,0,"NL"
"Denmark","Norway",2015-10-01,0,"NO"
"Denmark","Poland",2015-10-01,0,"PL"
"Denmark","Portugal",2015-10-01,NA,"PT"
"Denmark","Romania",2015-10-01,NA,"RO"
"Denmark","Sweden",2015-10-01,0,"SE"
"Denmark","Slovenia",2015-10-01,NA,"SI"
"Denmark","Slovakia",2015-10-01,NA,"SK"
"Denmark","Total",2015-10-01,0,"TOTAL"
"Denmark","United Kingdom",2015-10-01,NA,"UK"
"Dominica","Austria",2015-10-01,NA,"AT"
"Dominica","Belgium",2015-10-01,0,"BE"
"Dominica","Bulgaria",2015-10-01,0,"BG"
"Dominica","Switzerland",2015-10-01,0,"CH"
"Dominica","Cyprus",2015-10-01,NA,"CY"
"Dominica","Czech Republic",2015-10-01,NA,"CZ"
"Dominica","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Dominica","Denmark",2015-10-01,NA,"DK"
"Dominica","Estonia",2015-10-01,NA,"EE"
"Dominica","Greece",2015-10-01,NA,"EL"
"Dominica","Spain",2015-10-01,NA,"ES"
"Dominica","European Union (28 countries)",2015-10-01,0,"EU28"
"Dominica","Finland",2015-10-01,0,"FI"
"Dominica","France",2015-10-01,NA,"FR"
"Dominica","Croatia",2015-10-01,0,"HR"
"Dominica","Hungary",2015-10-01,0,"HU"
"Dominica","Ireland",2015-10-01,NA,"IE"
"Dominica","Italy",2015-10-01,NA,"IT"
"Dominica","Lithuania",2015-10-01,0,"LT"
"Dominica","Luxembourg",2015-10-01,NA,"LU"
"Dominica","Latvia",2015-10-01,NA,"LV"
"Dominica","Malta",2015-10-01,NA,"MT"
"Dominica","Netherlands",2015-10-01,0,"NL"
"Dominica","Norway",2015-10-01,0,"NO"
"Dominica","Poland",2015-10-01,0,"PL"
"Dominica","Portugal",2015-10-01,NA,"PT"
"Dominica","Romania",2015-10-01,NA,"RO"
"Dominica","Sweden",2015-10-01,0,"SE"
"Dominica","Slovenia",2015-10-01,NA,"SI"
"Dominica","Slovakia",2015-10-01,NA,"SK"
"Dominica","Total",2015-10-01,0,"TOTAL"
"Dominica","United Kingdom",2015-10-01,NA,"UK"
"Dominican Republic","Austria",2015-10-01,NA,"AT"
"Dominican Republic","Belgium",2015-10-01,0,"BE"
"Dominican Republic","Bulgaria",2015-10-01,0,"BG"
"Dominican Republic","Switzerland",2015-10-01,0,"CH"
"Dominican Republic","Cyprus",2015-10-01,NA,"CY"
"Dominican Republic","Czech Republic",2015-10-01,NA,"CZ"
"Dominican Republic","Germany (until 1990 former territory of the FRG)",2015-10-01,0,"DE"
"Dominican Republic","Denmark",2015-10-01,NA,"DK"
"Dominican Republic","Estonia",2015-10-01,NA,"EE"
"Dominican Republic","Greece",2015-10-01,NA,"EL"
"Dominican Republic","Spain",2015-10-01,NA,"ES"
"Dominican Republic","European Union (28 countries)",2015-10-01,0,"EU28"
"Dominican Republic","Finland",2015-10-01,0,"FI"
"Dominican Republic","France",2015-10-01,NA,"FR"
"Dominican Republic","Croatia",2015-10-01,0,"HR"
"Dominican Republic","Hungary",2015-10-01,0,"HU"
"Dominican Republic","Ireland",2015-10-01,NA,"IE"
"Dominican Republic","Italy",2015-10-01,NA,"IT"
"Dominican Republic","Lithuania",2015-10-01,0,"LT"
"Dominican Republic","Luxembourg",2015-10-01,NA,"LU"
"Dominican Republic","Latvia",2015-10-01,NA,"LV"
"Dominican Republic","Malta",2015-10-01,NA,"MT"
"Dominican Republic","Netherlands",2015-10-01,0,"NL"
"Dominican Republic","Norway",2015-10-01,0,"NO"
"Dominican Republic","Poland",2015-10-01,0,"PL"
"Dominican Republic","Portugal",2015-10-01,NA,"PT"
"Dominican Republic","Romania",2015-10-01,NA,"RO"
"Dominican Republic","Sweden",2015-10-01,0,"SE"
"Dominican Republic","Slovenia",2015-10-01,NA,"SI"
"Dominican Republic","Slovakia",2015-10-01,NA,"SK"
"Dominican Republic","Total",2015-10-01,0,"TOTAL"
"Dominican Republic","United Kingdom",2015-10-01,NA,"UK"
"Algeria","Austria",2015-10-01,NA,"AT"
"Algeria","Belgium",2015-10-01,10,"BE"
"Algeria","Bulgaria",2015-10-01,5,"BG"
"Algeria","Switzerland",2015-10-01,20,"CH"
"Algeria","Cyprus",2015-10-01,NA,"CY"
"Algeria","Czech Republic",2015-10-01,NA,"CZ"
"Algeria","Germany (until 1990 former territory of the FRG)",2015-10-01,170,"DE"
"Algeria","Denmark",2015-10-01,NA,"DK"
"Algeria","Estonia",2015-10-01,NA,"EE"
"Algeria","Greece",2015-10-01,NA,"EL"
"Algeria","Spain",2015-10-01,NA,"ES"
"Algeria","European Union (28 countries)",2015-10-01,270,"EU28"
"Algeria","Finland",2015-10-01,20,"FI"
"Algeria","France",2015-10-01,NA,"FR"
"Algeria","Croatia",2015-10-01,0,"HR"
"Algeria","Hungary",2015-10-01,0,"HU"
"Algeria","Ireland",2015-10-01,NA,"IE"
"Algeria","Italy",2015-10-01,NA,"IT"
"Algeria","Lithuania",2015-10-01,0,"LT"
"Algeria","Luxembourg",2015-10-01,NA,"LU"
"Algeria","Latvia",2015-10-01,NA,"LV"
"Algeria","Malta",2015-10-01,NA,"MT"
"Algeria","Netherlands",2015-10-01,10,"NL"
"Algeria","Norway",2015-10-01,25,"NO"
